budget,genres,id,release_date,runtime,title,score
65000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",116977,2012-06-15,87,Foodfight!,2.3
44500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",68734,2012-10-11,120,Argo,7.1
44000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",5503,1993-08-06,130,The Fugitive,7.2
40000000,"[{""id"": 28, ""name"": ""Action""}]",27573,2010-03-16,110,The Bounty Hunter,5.5
44000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",819,1996-10-18,147,Sleepers,7.3
44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1369,1985-05-21,96,Rambo: First Blood Part II,6.3
44000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9623,1996-02-02,118,The Juror,5.5
2600000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10895,1940-02-23,88,Pinocchio,6.9
44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",10935,1980-11-19,219,Heaven's Gate,6.4
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",834,2006-01-12,106,Underworld: Evolution,6.4
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",228066,2015-11-10,109,Victor Frankenstein,5.6
43000000,"[{""id"": 18, ""name"": ""Drama""}]",711,2000-12-21,136,Finding Forrester,7
43000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10468,2000-04-06,103,28 Days,6
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",10027,2005-02-02,103,Unleashed,6.6
43000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",11812,2002-04-12,84,The Sweetest Thing,5.3
42000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",37233,1993-06-30,154,The Firm,6.6
44000000,"[{""id"": 18, ""name"": ""Drama""}]",37950,2010-05-01,99,Charlie St. Cloud,6.8
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27582,2011-01-13,93,The Mechanic,6.3
42000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",64688,2012-03-12,109,21 Jump Street,6.7
42000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",509,1999-05-13,124,Notting Hill,7
45000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",7443,2000-06-21,84,Chicken Run,6.5
42000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5966,2004-01-16,90,Along Came Polly,5.8
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11066,1992-06-30,117,Boomerang,5.4
43000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",136795,2013-06-27,117,The Heat,6.5
31115000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",8095,1963-06-12,248,Cleopatra,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}]",87826,2012-10-11,105,Here Comes the Boom,6
42000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",11560,2002-04-03,115,High Crimes,6.1
42000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25189,1996-11-15,126,The Mirror Has Two Faces,6.5
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",2637,2002-01-25,119,The Mothman Prophecies,6.1
42000000,"[{""id"": 35, ""name"": ""Comedy""}]",18480,2009-07-08,83,Brüno,5.4
32000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",709,1989-07-07,133,Licence to Kill,5.9
42000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",49730,2011-03-11,100,Red Riding Hood,5.6
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2749,2001-03-01,120,15 Minutes,5.7
48000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",9607,1993-05-28,104,Super Mario Bros.,4
42000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1830,2005-09-16,122,Lord of War,7
31000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",79,2002-12-19,99,Hero,7.2
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",54054,2012-01-26,91,One for the Money,5.3
44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",228967,2014-12-25,112,The Interview,6.1
42000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 53, ""name"": ""Thriller""}]",46528,2010-12-02,100,The Warrior's Way,6.3
33000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",27936,2009-10-28,100,Micmacs,6.8
41000000,"[{""id"": 18, ""name"": ""Drama""}]",65,2002-11-08,110,8 Mile,6.8
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",280391,2015-04-08,100,Why I Did (Not) Eat My Father,5.3
65000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 28, ""name"": ""Action""}]",9476,2001-05-11,132,A Knight's Tale,6.6
41000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10610,2003-08-15,88,The Medallion,5.3
40000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",745,1999-08-06,107,The Sixth Sense,7.7
42000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",49527,2012-01-13,102,Man on a Ledge,6.2
41000000,"[{""id"": 35, ""name"": ""Comedy""}]",73937,2011-10-13,100,The Big Year,5.6
8000000,"[{""id"": 18, ""name"": ""Drama""}]",1885,1984-06-22,126,The Karate Kid,6.9
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",168672,2013-12-12,138,American Hustle,6.8
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",18240,2009-06-01,108,The Proposal,6.7
70000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10398,1999-09-24,105,Double Jeopardy,6.2
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",165,1989-11-20,108,Back to the Future Part II,7.4
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",240832,2014-07-14,89,Lucy,6.3
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",216015,2015-02-11,125,Fifty Shades of Grey,5.2
38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",12279,2003-07-25,84,Spy Kids 3-D: Game Over,4.7
40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1645,1996-07-24,149,A Time to Kill,7
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",11007,2003-12-24,98,Cheaper by the Dozen,6
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",193756,2013-12-24,121,Lone Survivor,7.4
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",11287,1992-07-01,128,A League of Their Own,6.7
40000000,"[{""id"": 27, ""name"": ""Horror""}]",259693,2016-05-13,134,The Conjuring 2,7
40000000,"[{""id"": 18, ""name"": ""Drama""}]",37799,2010-09-30,120,The Social Network,7.1
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",10184,2009-02-06,129,He's Just Not That Into You,6.2
45000000,"[{""id"": 35, ""name"": ""Comedy""}]",4257,2006-04-13,83,Scary Movie 4,5.3
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",4234,2000-02-03,116,Scream 3,5.7
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",196,1990-05-25,118,Back to the Future Part III,7.1
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",257091,2015-03-26,100,Get Hard,5.9
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",6114,1992-11-13,128,Dracula,7.1
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",24803,2009-08-06,123,Julie & Julia,6.6
40000000,"[{""id"": 18, ""name"": ""Drama""}]",109410,2013-04-12,128,42,6.8
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1213,1999-12-25,139,The Talented Mr. Ripley,7
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",100042,2014-11-12,110,Dumb and Dumber To,5.4
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",9036,2006-02-17,120,Eight Below,6.7
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",257211,2015-09-24,121,The Intern,7.1
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",323675,2016-01-14,102,Ride Along 2,6.1
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",9361,1992-09-25,112,The Last of the Mohicans,7.1
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",1677,2004-10-29,152,Ray,7.2
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",187,2005-04-01,124,Sin City,7.2
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",7461,2008-02-01,90,Vantage Point,6.2
41000000,"[{""id"": 35, ""name"": ""Comedy""}]",16538,2009-03-20,105,"I Love You, Man",6.5
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9889,2001-11-01,114,Shallow Hal,5.7
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",820,1991-12-20,189,JFK,7.5
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",11565,2006-01-26,99,Big Momma's House 2,5.4
57000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",6073,2001-03-01,123,The Mexican,5.8
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",16996,2009-03-11,102,17 Again,6.1
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",193610,2014-04-16,109,The Other Woman,6.2
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",19912,2009-08-26,82,The Final Destination,5.4
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",296098,2015-10-15,141,Bridge of Spies,7.2
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",8007,2001-11-17,106,Behind Enemy Lines,6
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",32823,2010-06-04,109,Get Him to the Greek,5.9
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",4380,2004-10-15,107,Shall We Dance?,5.9
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",11551,1998-07-10,110,Small Soldiers,6.2
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10336,1997-07-31,96,Spawn,5
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11362,2002-01-23,131,The Count of Monte Cristo,7.3
40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",50348,2011-03-17,119,The Lincoln Lawyer,7
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",48138,2011-02-16,113,Unknown,6.5
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1124,2006-10-19,130,The Prestige,8
42000000,"[{""id"": 35, ""name"": ""Comedy""}]",227159,2014-11-26,108,Horrible Bosses 2,6.1
40000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",68179,2013-02-14,89,Escape from Planet Earth,5.7
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1579,2006-12-07,139,Apocalypto,7.3
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",708,1987-06-29,130,The Living Daylights,6.2
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",34851,2010-07-03,107,Predators,6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",9930,1986-06-18,116,Legal Eagles,5.8
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1586,2004-03-12,96,Secret Window,6.4
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2044,2006-06-16,99,The Lake House,6.5
43000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9913,2005-07-29,104,The Skeleton Key,6.4
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",71864,2012-08-15,105,The Odd Life of Timothy Green,6.5
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10761,2008-05-02,101,Made of Honor,6
40000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",209451,2014-06-05,134,Jersey Boys,6.8
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",11975,1997-11-18,135,The Rainmaker,6.7
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4970,2003-11-21,98,Gothika,5.8
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 9648, ""name"": ""Mystery""}]",11831,1997-12-03,155,Amistad,6.8
40000000,"[{""id"": 12, ""name"": ""Adventure""}]",9096,1992-02-07,106,Medicine Man,5.8
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",440,2007-12-25,94,Aliens vs Predator: Requiem,4.9
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11011,1994-12-19,95,Ri¢hie Ri¢h,5.4
65000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10641,2000-08-11,103,Autumn in New York,5.7
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",11172,2007-02-09,96,Music and Lyrics,6.2
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",39513,2011-02-14,104,Paul,6.5
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",82687,2012-12-19,95,The Guilt Trip,5.4
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",41446,2011-04-11,111,Scream 4,6.1
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",8224,1999-02-26,123,8MM,6.1
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",10537,1991-03-01,140,The Doors,6.7
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",225886,2014-07-17,97,Sex Tape,5.3
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10385,2000-02-16,94,Hanging Up,5
47000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",55779,2011-08-12,92,Final Destination 5,5.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",10154,1999-08-16,102,Mickey Blue Eyes,5.3
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10647,2000-10-12,122,Pay It Forward,7
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11431,2005-04-06,103,Fever Pitch,5.9
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",8457,2008-03-20,102,Drillbit Taylor,5.5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",188161,2014-05-22,116,A Million Ways to Die in the West,5.8
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8850,1994-07-01,108,The Shadow,5.4
40000000,"[{""id"": 18, ""name"": ""Drama""}]",64685,2011-12-24,129,Extremely Loud & Incredibly Close,6.9
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",38357,2010-01-12,102,Morning Glory,6.1
40000000,"[{""id"": 18, ""name"": ""Drama""}]",10060,2005-11-09,117,Get Rich or Die Tryin',6.3
40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",11398,2000-08-23,117,The Art of War,5.6
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1833,2005-11-23,135,Rent,6.7
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10391,2000-08-11,107,Bless the Child,4.9
75000000,"[{""id"": 35, ""name"": ""Comedy""}]",8970,1999-04-02,90,The Out-of-Towners,5
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",9306,1996-08-23,96,The Island of Dr. Moreau,4.6
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",11370,2001-09-07,104,The Musketeer,5.2
35000000,"[{""id"": 18, ""name"": ""Drama""}]",12184,2008-02-28,115,The Other Boleyn Girl,6.4
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1921,2001-02-16,119,Sweet November,6.4
40000000,"[{""id"": 27, ""name"": ""Horror""}]",1683,2007-04-05,99,The Reaping,5.4
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",203,1973-10-02,110,Mean Streets,7.2
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",11858,1994-06-03,128,Renaissance Man,5.9
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",62835,2011-07-27,108,Colombiana,6.5
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",18937,1998-05-15,86,Quest for Camelot,6.9
40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",13536,2002-09-06,108,City By The Sea,5.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",15556,1999-01-15,128,At First Sight,5.9
40000000,"[{""id"": 28, ""name"": ""Action""}]",10718,2004-01-16,84,Torque,4.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11062,1996-02-16,111,City Hall,6
45000000,"[{""id"": 18, ""name"": ""Drama""}]",10802,1995-09-22,128,Showgirls,4.9
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1887,2006-05-24,123,Marie Antoinette,6.5
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6071,1995-04-21,101,Kiss of Death,5.7
63600000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10461,2000-10-06,102,Get Carter,4.8
42000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",80278,2012-09-09,113,The Impossible,7
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",12704,1987-05-15,107,Ishtar,4.2
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10315,2009-10-23,87,Fantastic Mr. Fox,7.5
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",16643,2002-04-26,103,Life or Something Like It,5.7
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2687,1992-02-28,99,Memoirs of an Invisible Man,5.7
